productId	helpful	score	profileName
B002OHDRF2	1	4.0	"James M. Yager ""VT Met Fan"""
B002OHDRF2	1	5.0	"Good Humor ""Peter"""
B002OHDRF2	1	5.0	"Charlene Jackson ""charlene jackson"""
B002OHDRF2	1	2.0	Born2Late65
B002OHDRF2	1	5.0	"TastyBabySyndrome ""T(to the)B(to the)S"""
B002OHDRF2	1	5.0	"Jason M. Mills ""lifes_eclipse is my Myspace u..."
B002OHDRF2	1	5.0	blackaciddevil
B002OHDRF2	1	5.0	"W Johnston ""kkanos"""
B002OHDRF2	1	4.0	"M. Shepherd ""Midwest"""
B002OHDRF2	1	5.0	"king beagley ""metal maven"""
B002OHDRF2	1	3.0	Harvey A. Lewis
B002OHDRF2	1	5.0	Clark Fam
B002OHDRF2	1	5.0	"D. Frock ""D Frog"""
B002OHDRF2	1	3.0	B
B002OHDRF2	1	4.0	DanD
B002OHDRF2	1	5.0	Michael Craig Bryant
B002OHDRF2	1	4.0	"William Huffman Fly ""WHF"""
B002OHDRF2	8	1.0	BackToGood
B002OHDRF2	6	1.0	James
B002OHDRF2	6	2.0	"THOMAS BRANDSTETTER ""pahdooshay"""
B002OHDRF2	4	1.0	"James Beswick ""In my day, we had 9 planets."""
B002OHDRF2	4	5.0	"Mark R. Mazza ""MarkInEugene"""
B002OHDRF2	4	4.0	"Debjyoti Guha ""DJ"""
B002OHDRF2	9	1.0	whodunit
B002OHDRF2	2	5.0	Grace Doll
B002OHDRF2	2	2.0	Robert
B002OHDRF2	2	1.0	GLW30
B002OHDRF2	2	2.0	grayson37
B002OHDRF2	207	5.0	Senor Zoidbergo
B002OHDRF2	52	4.0	O. Rios
B002OHDRF2	88	4.0	J. C.E.
B002OHDRF2	27	3.0	Brendan A. MacWade
B002OHDRF2	16	4.0	User897
B002OHDRF2	10	4.0	Dafer1
B002OHDRF2	95	4.0	"R. Maidl ""Ryrynkha Maidl"""
B002OHDRF2	91	2.0	D. Cook
B002OHDRF2	8	4.0	"Mr. Loco ""follow me at twitter @locdasmoke"""
B002OHDRF2	5	2.0	"Carl ""Carl"""
B002OHDRF2	2	5.0	Bucky
B002OHDRF2	2	5.0	"scifimoviebuff ""scifimoviebuff"""
B002OHDRF2	2	5.0	Ronin
B002OHDRF2	2	5.0	Andrew Willette
B002OHDRF2	2	4.0	"R. Laryea ""laryea"""
B002OHDRF2	2	4.0	The Bigmac
B002OHDRF2	7	1.0	"Kevin L. Nenstiel ""omnivore"""
B002OHDRF2	17	1.0	Charles A. Briggs
B002OHDRF2	5	1.0	"Philip A. Carr ""mrphilharmonic"""
B002OHDRF2	0	3.0	"Sam Roberson ""a106kirk"""
B002OHDRF2	0	5.0	Esteban Samaniego
B002OHDRF2	0	3.0	Nunya
B002OHDRF2	0	5.0	"Shelly R. ""Gurrrlz can purrr"""
B002OHDRF2	0	5.0	"Andres Andrade Coronel ""AXL"""
B002OHDRF2	0	5.0	Cory H.
B002OHDRF2	0	5.0	Antonio
B002OHDRF2	0	5.0	Jettblack
B002OHDRF2	0	5.0	guillermo
B002OHDRF2	0	3.0	"Jonathan Gonzalez ""Gonzo09"""
B002OHDRF2	0	3.0	Gregorypwilson
B002OHDRF2	0	3.0	Misnad Haque
B002OHDRF2	0	5.0	"Ashkon Abouzari ""ashman"""
B002OHDRF2	0	5.0	Mynor Mendez
B002OHDRF2	0	5.0	Sheryl J. Alldredge
B002OHDRF2	0	5.0	Scrat
B002OHDRF2	0	5.0	O. Darville
B002OHDRF2	0	3.0	"Robert M. Lisanti ""Metal Rob"""
B002OHDRF2	0	5.0	CDS
B002OHDRF2	0	5.0	Eagle 12
B002OHDRF2	0	5.0	"Robin K. Rogers ""somejackball@Youtube"""
B002OHDRF2	0	3.0	"Chris S. Jackson ""the future ain't what it us..."
B002OHDRF2	0	4.0	"Sandra Hanning ""movie nut"""
B002OHDRF2	0	4.0	Gino
B002OHDRF2	0	4.0	Carlos A. Hill
B002OHDRF2	0	4.0	urlacher342002
B002OHDRF2	0	5.0	J. Skibiak
B002OHDRF2	0	5.0	Alaska Slim
B002OHDRF2	0	4.0	Gary D. Payne
B002OHDRF2	0	5.0	"Andreas Mihalakeas ""LAAND"""
B002OHDRF2	0	4.0	Leah R. Irons
B002OHDRF2	0	4.0	John Doe
B002OHDRF2	0	3.0	P. Montrevil
B002OHDRF2	0	5.0	"D. E. Crawford, Jr. ""Capcite"""
B002OHDRF2	0	3.0	David Goreham
B002OHDRF2	0	5.0	"S.N. ""Movie Addict"""
B002OHDRF2	0	5.0	Elise Rock
B002OHDRF2	0	4.0	"Zachary Koenig ""K-Dawg"""
B002OHDRF2	0	4.0	"Mary A. Caldwell ""macmaid"""
B002OHDRF2	0	5.0	Will
B002OHDRF2	0	4.0	Andre Villemaire
B002OHDRF2	0	4.0	"R. Collins ""BigBadBob2"""
B002OHDRF2	0	5.0	Joe Zod
B002OHDRF2	0	4.0	B. Tarbuck
B002OHDRF2	0	3.0	Peter C. Krieger
B002OHDRF2	0	4.0	Miroslaw Baranowski
B002OHDRF2	0	4.0	D. Ferrari
B002OHDRF2	0	4.0	"Matt R. ""Matt"""
B002OHDRF2	0	3.0	Robert E. Patty
B002OHDRF2	0	3.0	J. Rossi
B002OHDRF2	0	4.0	"G. Kaminski ""G Money"""
B002OHDRF2	0	3.0	RG69
B002OHDRF2	0	4.0	ONENEO
B002OHDRF2	0	4.0	George Farris
B002OHDRF2	0	4.0	sbissell3
B002OHDRF2	0	4.0	"H. Bala ""Me Too Can Read"""
B002OHDRF2	0	4.0	AAP
B002OHDRF2	0	3.0	Media Lover
B002OHDRF2	0	3.0	L. Cabos
B002OHDRF2	3	1.0	Michael
B002OHDRF2	3	4.0	"Jacques COULARDEAU ""A soul doctor, so to say"""
B002OHDRF2	3	3.0	"Mark L. ""Markle"""
B002OHDRF2	3	4.0	J. Silva
B002OHDRF2	6	1.0	E. Hernandez
B002OHDRF2	6	1.0	"Renfield ""Up the Irons"""
B002OHDRF2	6	1.0	Meme Mutation
B002OHDRF2	6	5.0	"Martin ""apartoflife"""
B002OHDRF2	33	1.0	Bill J. Thomann
B002OHDRF2	1	1.0	"lighten_up_already2 ""lighten_up_already2"""
B002OHDRF2	1	4.0	Moviedude
B002OHDRF2	1	3.0	Oliver McGlinchey
B002OHDRF2	1	3.0	"S. Harris ""Steve Harris"""
B002OHDRF2	1	3.0	Brian A. Schar
B002OHDRF2	1	2.0	Kevin McMurtrie
B002OHDRF2	1	4.0	"abe ""starman"""
B002OHDRF2	1	5.0	Leebo
B002OHDRF2	1	4.0	"Prakasit Kiatinimitra ""KlanibaL"""
B002OHDRF2	1	4.0	D. Williams
B002OHDRF2	1	2.0	"Jacob Cowell ""Christian Comic Stereophonic Fan"""
B002OHDRF2	1	5.0	Amy R. Wagner
B002OHDRF2	1	2.0	One-Line Film Reviews
B002OHDRF2	1	3.0	Je C
B002OHDRF2	1	3.0	"Joecooler2u ""Joe"""
B002OHDRF2	1	2.0	"John S. Brandte ""NewLeafTurning"""
B002OHDRF2	1	4.0	M. E. Newell
B002OHDRF2	1	3.0	"Samantha Glasser ""Maliejandra"""
B002OHDRF2	1	3.0	"SandyInIndy ""SandyInIndy"""
B002OHDRF2	1	3.0	M. Herzog
B002OHDRF2	1	4.0	"L. Tilden ""scifi nut"""
B002OHDRF2	1	4.0	"Zillalover ""Zillalover"""
B002OHDRF2	1	5.0	Pumpkin Man
B002OHDRF2	4	3.0	Misterbanks
B002OHDRF2	36	2.0	DeAd MiKe
B002OHDRF2	38	4.0	"Jaewoo Kim ""OB-Wan"""
B002OHDRF2	5	5.0	Dan Whiskey
B002OHDRF2	5	2.0	"D. Steigman ""Movie fan from silents to now"""
B002OHDRF2	7	5.0	Wolverine
B002OHDRF2	7	2.0	Michael Russell
B002OHDRF2	7	2.0	"willie muniz ""wil"""
B002OHDRF2	16	5.0	"C. J. Lahart ""movie goer"""
B002OHDRF2	2	5.0	William Totten
B002OHDRF2	18	1.0	areohbee
B002OHDRF2	7	1.0	Dump Ontarget
B002OHDRF2	7	1.0	Ella
B002OHDRF2	2	2.0	Crypto
B002OHDRF2	2	5.0	xillah
B002OHDRF2	2	5.0	Salamanderman
B002OHDRF2	2	4.0	All Powerful Wizard Of Oz
B002OHDRF2	2	3.0	Todd
B002OHDRF2	2	3.0	xzs
B002OHDRF2	5	1.0	L. dunn
B002OHDRF2	5	2.0	"K. W. Davis ""Ken"""
B002OHDRF2	9	1.0	D. Barbour
B002OHDRF2	3	3.0	Fry Boy
B002OHDRF2	3	2.0	"Rykre ""The Rogue Scholar"""
B002OHDRF2	3	4.0	Justin Ahlers
B002OHDRF2	3	3.0	Schizopolis
B002OHDRF2	3	5.0	"Abaddon ""Abaddon"""
B002OHDRF2	3	4.0	"Alan Starr ""www.alanstarr.com"""
B002OHDRF2	0	5.0	motorcycle mamma
B002OHDRF2	0	2.0	"J. McGinn ""HUNTSMAN"""
B002OHDRF2	0	1.0	Stephanie
B002OHDRF2	0	5.0	Cincinnati Dan
B002OHDRF2	0	4.0	Daniel
B002OHDRF2	0	5.0	RON
B002OHDRF2	0	4.0	Gladys C. Challeen
B002OHDRF2	0	4.0	A. White
B002OHDRF2	0	4.0	"Sunny D ""StarBucks Addict"""
B002OHDRF2	0	3.0	Robert J. Crawford
B002OHDRF2	0	4.0	"Reginald D. Garrard ""the G-man"""
B002OHDRF2	0	4.0	"J. Joshua ""Jean4876"""
B002OHDRF2	0	5.0	MJ
B002OHDRF2	0	3.0	"Ralph J. Fitcher ""Namahotitae"""
B002OHDRF2	0	3.0	"S. Barton ""sbarton2"""
B002OHDRF2	0	5.0	"Samuel Palacios ""DieReborn"""
B002OHDRF2	0	4.0	Peter Obrien
B002OHDRF2	0	4.0	"Xander Solo ""Nick"""
B002OHDRF2	0	4.0	"Anthony &#34;Is Blu for You&#34; Scultore ""Up..."
B002OHDRF2	0	3.0	"Cloud ""..."""
B002OHDRF2	0	4.0	"Julio Orozko ""Jools"""
B002OHDRF2	0	5.0	"IMHO ""IMHO"""
B002OHDRF2	0	4.0	"MoultonHawk ""Threadstarter"""
B002OHDRF2	0	2.0	"Wayne Klein ""If at first the idea is not absu..."
B002OHDRF2	0	4.0	B. Bates
B002OHDRF2	0	4.0	"James Bennett ""Second star to the right, and ..."
B002OHDRF2	7	1.0	"indiefilm ""filmguy"""
B002OHDRF2	7	1.0	"Scott ""Southborough Scott"""
B002OHDRF2	7	1.0	"Egon Logan ""Egon"""
B002OHDRF2	4	1.0	"C. Had D. Crissman ""Chad Crissman"""
B002OHDRF2	4	5.0	PS3 Fanatic
B002OHDRF2	1	1.0	DVDCollector
B002OHDRF2	1	2.0	A. G. Dharmadasa
B002OHDRF2	1	3.0	Stan C
B002OHDRF2	1	3.0	maskedgamer
B002OHDRF2	1	5.0	"Romeraux Allen ""Trevy"""
B002OHDRF2	1	4.0	buru buru piggu
B002OHDRF2	8	1.0	"Roy Clark ""rclarknv"""
B002OHDRF2	9	1.0	"D ""D"""
B002OHDRF2	2	1.0	Donna Kelly
B002OHDRF2	2	2.0	"B. Merritt ""filmreviewstew.com"""
B002OHDRF2	2	5.0	"Mohammad Saadat ""hashem"""
B002OHDRF2	4	5.0	Jennifer L Kehs
B002OHDRF2	4	5.0	"Joseph M. Day ""JOJO77"""
B002OHDRF2	0	5.0	MONTY
B002OHDRF2	0	5.0	Shaun Masters
B002OHDRF2	0	5.0	Teresa L. Phillips
B002OHDRF2	0	3.0	Bloody Demons
B002OHDRF2	0	4.0	robby d
B002OHDRF2	9	1.0	Daniel B. Hitchman
B002OHDRF2	5	1.0	S. Walker
B002OHDRF2	1	1.0	Arnold Schwarzenegger
B002OHDRF2	1	4.0	"Rodolfo Samayoa ""Lexell"""
B002OHDRF2	1	2.0	"Joe Schamber ""Joepapa"""
B002OHDRF2	1	4.0	"Marian M. Matsunaga ""karma"""
B002OHDRF2	1	3.0	Veese
B002OHDRF2	1	3.0	Niall
B002OHDRF2	1	5.0	Pumpkin Man
B002OHDRF2	1	2.0	Etowahdoc
B002OHDRF2	6	1.0	"MBuff ""Mbuff"""
B002OHDRF2	2	1.0	S.B.
B002OHDRF2	2	1.0	"Michael Heintz ""Movie Guy"""
B002OHDRF2	2	3.0	"Ed Baiza ""MOMO"""
B002OHDRF2	2	2.0	Bale Sucks!
B002OHDRF2	2	4.0	Marshall L. Smith Jr.
B002OHDRF2	3	1.0	"David J. Moore ""realtime"""
B002OHDRF2	3	5.0	Grant
B002OHDRF2	0	3.0	Tyrant58
B002OHDRF2	0	2.0	"A. Ballard ""Corinthos fan 4 life"""
B002OHDRF2	1	1.0	"Ayana A. Rhodes ""Ya Ya"""
B002OHDRF2	1	3.0	"Raymond Marx ""Space Trucker"""
B002OHDRF2	8	1.0	Cestmoi
B002OHDRF2	2	5.0	Offworlder
B002OHDRF2	2	2.0	hbdawg
B002OHDRF2	2	3.0	Dr. Bojan Tunguz
B002OHDRF2	4	4.0	J. Loughry
B002OHDRF2	19	5.0	jedibear
B002OHDRF2	8	4.0	A. Hughes
B002OHDRF2	1	5.0	"JOJO DANCER ""TOKYO JO"""
B002OHDRF2	1	5.0	AR
B002OHDRF2	1	5.0	Daniel J Gallagher
B002OHDRF2	1	3.0	"Adam Starr ""Adam Starr"""
B002OHDRF2	2	1.0	"Unicron ""P"""
B002OHDRF2	3	1.0	Captain
B002OHDRF2	5	1.0	T. Coleman
B002OHDRF2	7	1.0	DeVern
B002OHDRF2	0	3.0	"Big Blue Sky ""mr_g_chloros"""
B002OHDRF2	0	5.0	Francisco Almaraz-mendoza
B002OHDRF2	2	2.0	"atlguy ""atlguy"""
B002OHDRF2	2	5.0	"Joseph H. Gore ""www.findingjesustoday.com/forums"""
B002OHDRF2	0	1.0	MJRF
B002OHDRF2	1	1.0	"S. Mccarthy ""Darkknightboston"""
B002OHDRF2	2	1.0	Ruben Cukier
B002OHDRF2	2	1.0	Dedalus2k
B002OHDRF2	2	2.0	Phillip S. Barton
B002OHDRF2	5	1.0	"Lynn Bridges ""lynn bridges"""
B002OHDRF2	1	1.0	maniac
B002OHDRF2	1	1.0	TechHead
B002OHDRF2	1	2.0	Joel P. Fleming
B002OHDRF2	0	3.0	brandofan
B002OHDRF2	0	2.0	Davyo
B002OHDRF2	0	5.0	T. Ritchie
B002OHDRF2	13	1.0	E.G.
B002OHDRF2	3	1.0	Edward L. Roy
B002OHDRF2	0	1.0	J. Miller
B002OHDRF2	4	1.0	SlyStalloneFan
B002OHDRF2	1	2.0	"Peter J. Miller ""Peter J. Miller"""
B002OHDRF2	1	3.0	Wuchak
B002OHDRF2	1	5.0	Amadeus
B002OHDRF2	1	4.0	Sherrie Jackson
B002OHDRF2	1	3.0	Spider Monkey
B002OHDRF2	1	3.0	"M ""CultOfStrawberry"""
B002OHDRF2	1	4.0	Reticuli
B002OHDRF2	1	3.0	JMM
B002OHDRF2	1	3.0	"Waitsel Smith ""Movie Shark"""
B002OHDRF2	1	5.0	kfenn
B002OHDRF2	1	5.0	Novell A. Deloatch
B002OHDRF2	1	4.0	D. Henry
B002OHDRF2	1	4.0	"Jorge Spanger Gorigoitia ""JOTA"""
B002OHDRF2	1	4.0	Bob Allison
B002OHDRF2	1	5.0	BP
B002OHDRF2	1	4.0	Mom of 6 good kids
B002OHDRF2	1	4.0	Bookmaiden
B002OHDRF2	1	4.0	Mark
B002OHDRF2	1	4.0	"! MR. KNOW IT ALL  ;-b ""DR SHOCK"""
B002OHDRF2	1	5.0	StardustfromJesus
B002OHDRF2	3	2.0	stud_manly47
B002OHDRF2	3	4.0	"Jane Smith ""Athena"""
B002OHDRF2	3	5.0	B. E Jackson
B002OHDRF2	3	5.0	"Jonny Lee ""Boothill Gunslinger"""
B002OHDRF2	3	2.0	Craig Whittle
B002OHDRF2	3	4.0	Jason Bean
B002OHDRF2	3	5.0	Sean Flaherty
B002OHDRF2	3	2.0	"G.V. ""Gerry"""
B002OHDRF2	5	3.0	"James B. Nunley ""Blake"""
B002OHDRF2	5	5.0	Pumpkin Man
B002OHDRF2	7	5.0	Rachel Ford
B002OHDRF2	7	2.0	New York Horror Reader
B002OHDRF2	2	1.0	superman fan
B002OHDRF2	2	1.0	Cameron F
B002OHDRF2	2	3.0	"Don't tread on me ""Defending the Conservative..."
B002OHDRF2	2	5.0	"Michael Andrews ""movie buff"""
B002OHDRF2	2	4.0	Launcher Spider
B002OHDRF2	2	3.0	Dan D. Apice
B002OHDRF2	2	2.0	LaToya
B002OHDRF2	2	2.0	Baberufus
B002OHDRF2	2	3.0	Jeffrey Morse
B002OHDRF2	2	5.0	"rodo ""rodo5"""
B002OHDRF2	2	4.0	Edward  Codilla
B002OHDRF2	2	2.0	E. L. Wright
B002OHDRF2	0	5.0	"Alison G. Jones ""babybear"""
B002OHDRF2	0	5.0	yellarose
B002OHDRF2	0	3.0	Mmmm Hmmm
B002OHDRF2	0	4.0	P.M.
B002OHDRF2	0	5.0	teresa j. rodgers
B002OHDRF2	0	5.0	wdnreview
B002OHDRF2	0	2.0	Michael Diaz
B002OHDRF2	0	5.0	Edward Andrews
B002OHDRF2	0	5.0	LexiRexi
B002OHDRF2	0	5.0	cade97
B002OHDRF2	0	4.0	Ravenhawk
B002OHDRF2	0	3.0	Sky
B002OHDRF2	0	5.0	Sugga40827
B002OHDRF2	0	4.0	"Alex ""Aziz"""
B002OHDRF2	0	4.0	Rick
B002OHDRF2	0	3.0	"D Brown ""David M. Brown"""
B000OIOSFG	0	5.0	partygirl86
B004TWOX26	4	5.0	"J. Smith ""Old-timer"""
B004TWOX26	4	5.0	"Gerhard P. Knapp ""gpk"""
B004TWOX26	2	5.0	I. Giles
B004TWOX26	1	5.0	"Abel ""AMY"""
B004TWOX26	1	3.0	Clive S. Goodwin
B004XSUBE0	0	1.0	Rosa Nelly
B004ZWHZUC	0	5.0	UrbanFangrl
B004ZWHZUC	0	4.0	ksbel6
B001CCMLR0	2	3.0	Dan A. Hermann
6300147967	68	5.0	Margaret Magnus
6300147967	42	5.0	"Danny M. Hobbs ""deebledd"""
6300147967	6	4.0	David McColley
6300147967	8	5.0	L. Tibbett
6300147967	4	5.0	"D. Phelps ""DrDP"""
6300147967	6	5.0	Dorothy Johnson
6300147967	3	5.0	Sara Stone
6300147967	3	5.0	"R. Lock ""elak57"""
6300147967	3	5.0	policywonk
6300147967	1	5.0	Desert Love
6300147967	1	5.0	migbeil
6300147967	1	5.0	M. Alderfer
6300147967	1	5.0	Jacquelyne Forbes
6300147967	1	5.0	A.S.W.
6300147967	1	5.0	"M. Burroughs ""Mike in SA"""
6300147967	1	5.0	Lj Magic
6300147967	5	3.0	E. Hernandez
6300147967	7	5.0	George Caffine
6300147967	2	5.0	"Tinker33 ""GC"""
6300147967	0	5.0	"Gadget Guy ""Gadget Guy"""
6300147967	0	5.0	Carol
6300147967	0	5.0	"Michael Greb ""friar"""
6300147967	0	4.0	Liberty43
6300147967	0	5.0	"Charlie Montana ""Charlie"""
6300147967	0	5.0	Shicklestotle
6300147967	0	5.0	Petunia
6300147967	0	5.0	Blue Coronet
6300147967	0	5.0	"S. J. Soboda ""sea cruiser"""
6300147967	0	5.0	"Gloria J. Stanger ""Gloria Jean"""
6300147967	0	5.0	Michele A. Thompson
6300147967	0	5.0	Joan Robidart
6300147967	0	5.0	"Popeye ""Popeye"""
6300147967	0	4.0	"R. Reiling ""a tenor wanabe"""
6300147967	1	5.0	Lone Wolf
6300147967	0	5.0	pthepoo
6300147967	0	5.0	Leo E Defendorf
6300147967	0	5.0	flygirl298
6300147967	0	5.0	missymay
B00004CQTP	4	5.0	kahana
B00004CQTP	8	5.0	"""freeflowdoug"""
B00004CQTP	8	1.0	David Frink
B00004CQTP	3	5.0	Yosemite Sam
B00004CQTP	3	5.0	M. T. Voorde
B00004CQTP	1	5.0	B. Anel
B00004CQTP	1	5.0	"coolcat7fl ""coolcat7fl"""
B00004CQTP	1	5.0	"Elliot Malach ""The Unknown Surfer"""
B00004CQTP	1	5.0	"L. Ray ""Extreme Sports Fanatic"""
B00004CQTP	1	4.0	"S. Smith ""Quality counts"""
B00004CQTP	1	5.0	"Guilherme B. Boettch ""Maiona"""
B00004CQTP	1	5.0	T. Kay
B00004CQTP	1	4.0	"Patric A.C. Anderson ""Pootah"""
B00004CQTP	1	5.0	"R. Vissers ""Heller"""
B00004CQTP	1	5.0	"T. Jackson ""shebangs"""
B00004CQTP	0	5.0	"Kelly Christiansen ""Kelly"""
B00004CQTP	0	5.0	Bodogger
B00004CQTP	0	5.0	Chad R. Reihm
B00004CQTP	0	5.0	"""kurteese"""
B00004CQTP	0	4.0	"YoungDumbFullofCrum ""EddieSurfsDOTcom"""
B00004CQTP	0	5.0	Chris Bier
B00004CQTP	0	5.0	Kelsey
B00004CQTP	0	5.0	Fred J. Quackenbush
B00004CQTP	0	5.0	"M. B Evans ""Fusionman"""
B00004CQTP	0	5.0	Christopher
B00004CQTP	0	5.0	"George A. Hinkson ""spidude"""
630436119X	9	5.0	Jess
630436119X	0	5.0	"bob lundy ""bob lundy"""
630436119X	0	4.0	S. Grenda
630436119X	0	3.0	Israel Curiel
630436119X	0	4.0	Mark C.
630436119X	0	3.0	Alan A. Zurawski
630436119X	0	5.0	"Stephanie Mcfaul ""I want to belive"""
630436119X	0	5.0	J. Lozano
630436119X	0	3.0	Keith Mirenberg
630436119X	0	5.0	"Judith Helena Faeltskog ""Spacecomm Systems (O..."
630436119X	0	4.0	Bill
630436119X	0	4.0	Ash Ronan
630436119X	0	3.0	"Bruce Wayne ""Onin Solstice"""
630436119X	5	3.0	Grumple Dumple
630436119X	0	5.0	Wade Guggino
630436119X	1	1.0	"Erin Tiscareno ""CaliMommi"""
630436119X	4	1.0	"Shane C. Cooper ""shane@wetafx.co.nz"""
630436119X	3	1.0	Big K
B001GBPZRU	48	5.0	e1x56u$*w#
B001GBPZRU	25	5.0	"D. Read ""Maximumdread"""
B001GBPZRU	16	5.0	Tay Arrow Sherman
B001GBPZRU	10	4.0	GoonMoon
B001GBPZRU	3	4.0	"Kevin ""fictionfan"""
B001GBPZRU	3	4.0	Simon Beck
B001GBPZRU	3	3.0	"G. E. Williams ""Nunah"""
B001GBPZRU	3	4.0	Popcorndani
B001GBPZRU	1	3.0	"J. Carey ""waymorefun"""
B001GBPZRU	1	5.0	Stan C
B001GBPZRU	1	5.0	DMW18045
B001GBPZRU	1	4.0	Sandy J. Rhodes
B001GBPZRU	1	5.0	"S. Denton ""Cinema Queen"""
B001GBPZRU	1	4.0	meat chunks
B001GBPZRU	0	3.0	B. Kimball
B001GBPZRU	0	4.0	Core
B001GBPZRU	0	5.0	"Chief Barney ""Barney"""
B001GBPZRU	0	5.0	Roger S. Clark
B001GBPZRU	0	3.0	"Dennis Dore ""Sapo"""
B001GBPZRU	0	4.0	"SRFireside ""ZOOM!"""
B001GBPZRU	3	4.0	"John D. Page ""movie fan"""
B001GBPZRU	3	5.0	Ben Bridenbaugh
B001GBPZRU	26	2.0	Joel R. Bryan
B001GBPZRU	1	4.0	Blumbeck
B001GBPZRU	4	4.0	Pawel Mantykiewicz
B001GBPZRU	3	5.0	Norman White
B001GBPZRU	0	2.0	Christopher Manydeeds
B0050QNO2K	0	3.0	S. G
B0050QNO2K	0	5.0	"D. Frank ""TV man"""
6305508569	11	5.0	Richard Bourke
6305508569	22	1.0	"Cali ""shriver19"""
6305508569	6	5.0	Bradley Tobin
B000056PNI	3	5.0	Shlomo Goland
B000056PNI	0	5.0	Hache de Coeur
0800103688	0	4.0	"Mary C. Scurfield ""cocochanel"""
0800103688	0	5.0	"Julie M. Hofstede ""Gator Girl"""
0800103688	0	4.0	"Miss Helen ""Candy Baby"""
0800103688	0	5.0	"Bradley Headstone ""Sean ARES Hirsch"""
0800103688	0	5.0	ADRIENNE MILLER
0800103688	0	5.0	"Katherine E. Warwick ""Katie Warwick"""
0800103688	0	5.0	C. Martinez
0800103688	0	5.0	"Lynn Gazzara ""NavyWife"""
0800103688	0	3.0	Michelle Polk
0800103688	3	4.0	"S. M. Anderson ""sma331"""
0800103688	0	5.0	NorthofCB
0800103688	0	5.0	LoVe2ReAd
0800103688	0	5.0	Le
0800103688	0	5.0	Hassaan Abdeen
0800103688	0	5.0	Buddy
0800103688	0	3.0	Rottenberg's rotten book review
0800103688	0	4.0	"""nov_angel"""
0800103688	0	5.0	"""ashmel"""
0800103688	0	5.0	Kelly
0800103688	0	5.0	Christmas
0800103688	0	4.0	DANIEL J. ANTIL
0800103688	0	5.0	Rick Gagliano
0800103688	0	4.0	Karen
0800103688	1	3.0	Judith C. Kinney
0800103688	1	5.0	"G. Andrews ""Amazon Jungle Man"""
0800103688	1	5.0	"June RUNG ""J&#62;A&#62;Rung"""
0800103688	1	4.0	"Thomas ""moviedudereviews"""
0800103688	1	4.0	"Evelyn Bay ""Big Fan"""
0800103688	1	3.0	Shashank Tripathi
0800103688	1	5.0	Cameron Kennedy
0800103688	1	5.0	Rebecca
0800103688	1	3.0	"Rachael H. Smith ""rachaelinnc"""
0800103688	1	4.0	Crei Labasko
0800103688	10	5.0	Busy Body
0800103688	17	4.0	the_smoking_quill
0800103688	7	5.0	J. M. Zuurbier
0800103688	0	5.0	"S. Boisen ""jasper243"""
0800103688	0	5.0	dunkidoodoos
0800103688	1	5.0	Samia
0800103688	2	5.0	H. Georges
0800103688	1	5.0	Sal
0800103688	0	5.0	"Elusive ""Elusive"""
0800103688	2	5.0	Amber Teng
0800103688	4	2.0	A. Vegan
0800103688	1	5.0	"Marcia Carter ""crazy lady"""
0800103688	1	5.0	"Lizzy Bennett ""J K"""
0800103688	1	5.0	"Michele Greene ""Michele Greene"""
0800103688	1	3.0	Lei
0800103688	1	4.0	"A. Vander Meulen ""Omnivorous reader"""
0800103688	1	5.0	"B. Garner ""wanderer"""
0800103688	1	4.0	Andrew Ellington
0800103688	1	3.0	"Val ""LOTRMatrixHPLostFreak"""
0800103688	1	5.0	Lisa Smith
0800103688	1	3.0	"O. Lisofski ""dermot mulroney fan"""
0800103688	1	5.0	MARCOLA
0800103688	1	5.0	"Mesmera ""^_^"""
0800103688	1	3.0	"Ms. V. C. Wills ""Vicksykate"""
0800103688	2	4.0	L. Russo
0800103688	2	3.0	David Tulloch
0800103688	2	3.0	"Meesha ""I'm A Lonely Angel Stuck On The Slow ..."
0800103688	2	5.0	"A. Thompson ""goldenseashell"""
0800103688	2	5.0	Mari
0800103688	2	3.0	Gregor von Kallahann
0800103688	2	5.0	Rebecca
0800103688	2	5.0	"""flamefire"""
0800103688	2	4.0	"Kate McMurry ""Young Adult Author"""
0800103688	0	4.0	"rwx ""991234xhr"""
0800103688	0	5.0	Sugga40827
0800103688	0	5.0	"Sienna ""Gym Mink"""
0800103688	0	5.0	noregrets4life33
0800103688	0	5.0	Debbie
0800103688	0	5.0	Deborah Earle
0800103688	0	5.0	happycustomer
0800103688	0	4.0	A Customer
0800103688	0	4.0	David Bower
0800103688	0	3.0	One-Line Film Reviews
0800103688	0	4.0	Poison Wood
B0092MDYV4	2	1.0	"K. Harris ""Film aficionado"""
B0092MDYV4	3	3.0	"S. Boone ""TheatreX"""
B0092MDYV4	2	2.0	D. Karchmer
B0092MDYV4	0	2.0	Michael Butts
B0092MDYV4	3	2.0	Tony Heck
B0092MDYV4	1	5.0	Scared Coo-Coo
B0092MDYV4	1	5.0	"Michael Melendez ""3 strikes I'm out!"""
B0092MDYV4	3	4.0	Michael D. Subrizi
B00004CQTF	112	1.0	S. Mitchell
B00004CQTF	73	5.0	M. Lilliquist
B00004CQTF	54	5.0	"puthupa ""puthupa"""
B00004CQTF	30	1.0	Kevin A. Little
B00004CQTF	28	5.0	R Simons
B00004CQTF	16	1.0	L. Grice
